accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_016772275.1,Bacteria,bacteria,Heyndrickxia vini,1476025,Complete Genome,representative genome,0.123396407,10,0.227607408,22,96.96253919,0.575553509,4309805,4309805,36.0,4296,4088,132
GCF_007747795.1,Bacteria,bacteria,Maioricimonas rarisocia,2528026,Complete Genome,representative genome,0.301725829,10,0.187532754,22,97.989623455,0.399196394,7744989,7744989,63.5,5741,5673,64
GCF_000186005.1,Bacteria,bacteria,Mycoplasmopsis fermentans M64,943945,Complete Genome,representative genome,0.128831692,10,0.378760813,20,86.549057326,0.660149021,1118751,1118751,27.0,1036,977,43
GCF_014397415.1,Bacteria,bacteria,Pseudoxanthomonas mexicana,128785,Complete Genome,representative genome,0.272277756,10,0.16093505,21,98.821929971,0.499530562,3966848,3966848,67.5,3731,3642,60
GCF_013378015.1,Bacteria,bacteria,Mannheimia pernigra,111844,Complete Genome,representative genome,0.236215583,9,0.264535074,21,94.538069899,0.409519409,2262740,2262740,39.5,2274,2139,91
GCF_900636915.1,Bacteria,bacteria,Aggregatibacter aphrophilus ATCC 33389,985008,Complete Genome,representative genome,0.29031959,9,0.252760364,21,95.061855701,0.413520631,2337153,2337153,42.5,2245,2113,81
GCF_002302635.1,Bacteria,bacteria,Capnocytophaga stomatis,1848904,Complete Genome,representative genome,0.192852592,10,0.211403708,21,97.395676237,0.629798307,2831350,2831350,36.0,2510,2444,58
GCF_900103795.1,Bacteria,bacteria,Pseudomonas antarctica,219572,Chromosome,representative genome,0.327015769,10,0.21980102,22,97.682330331,0.486815613,6377174,6377074,59.5,5872,5605,87
GCF_010731795.1,Bacteria,bacteria,Mycolicibacterium celeriflavum,1249101,Complete Genome,representative genome,0.252663431,10,0.17529635,22,97.350876592,0.466609843,5024249,5024249,67.0,4867,4700,55
GCF_018736045.1,Bacteria,bacteria,Flammeovirga yaeyamensis,367791,Complete Genome,representative genome,0.12958175,10,0.148749574,22,98.700236994,0.434614919,7433553,7433553,34.5,5691,5557,117
GCF_011492945.1,Bacteria,bacteria,Rubrobacter tropicus,2653851,Complete Genome,representative genome,0.217671602,10,0.089940873,22,99.334127099,0.500404355,4584100,4584100,67.0,4643,4540,55
GCF_004355225.1,Bacteria,bacteria,Flavobacterium nackdongense,2547394,Complete Genome,representative genome,0.181760378,10,0.166554707,22,98.513257356,0.568131475,4217227,4217227,36.0,3541,3466,59
GCF_025558845.1,Bacteria,bacteria,Staphylococcus ureilyticus,94138,Complete Genome,representative genome,0.090369714,10,0.210277798,21,97.486456007,0.63643371,2677037,2677037,32.5,2651,2536,81
GCF_021184025.1,Bacteria,bacteria,Rhodopseudomonas boonkerdii,475937,Complete Genome,representative genome,0.321512975,10,0.128164213,22,99.009591426,0.488425799,5632343,5632343,62.0,5192,5086,54
GCF_003590145.2,Bacteria,bacteria,Pseudooceanicola algae,1537215,Complete Genome,representative genome,0.307447973,9,0.104200684,21,98.97673519,0.271378219,4094723,4094723,64.0,3848,3741,60
GCF_028736055.1,Bacteria,bacteria,Arthrobacter agilis,37921,Complete Genome,representative genome,0.234399074,9,0.135442963,21,98.448559832,0.267760307,3786308,3786308,68.0,3569,3481,58
GCF_021590045.1,Bacteria,bacteria,Cellulomonas palmilytica,2608402,Complete Genome,representative genome,0.28854095,10,0.093556187,21,99.181036158,0.369267554,3834012,3834012,74.0,3462,3394,54
GCF_900174455.1,Bacteria,bacteria,Acidithiobacillus ferrivorans,160808,Chromosome,representative genome,0.253853321,9,0.249170004,21,95.585146436,0.329658389,3456108,3455704,56.5,3574,3428,84
GCF_022394675.1,Bacteria,bacteria,Peribacillus frigoritolerans,450367,Complete Genome,representative genome,0.203317013,10,0.26688211,22,96.964302486,0.540322213,5568581,5568581,40.5,5342,5086,131
GCF_019175485.1,Bacteria,bacteria,Enterococcus raffinosus,71452,Complete Genome,representative genome,0.157930436,10,0.217491577,22,97.057478643,0.60140798,4255835,4255835,39.5,4126,3983,93
GCF_014268885.2,Bacteria,bacteria,Pseudomonas xantholysinigenes,2745490,Complete Genome,representative genome,0.32892976,10,0.267970255,22,96.707620861,0.464944665,5607668,5607668,64.0,4999,4863,98
GCF_000196075.1,Bacteria,bacteria,Tropheryma whipplei TW08/27,218496,Complete Genome,representative genome,0.209255983,8,0.268777869,19,94.172168408,0.310443969,925938,925938,46.5,897,833,57
GCF_005222225.1,Bacteria,bacteria,Salinimonas lutimaris,914153,Complete Genome,representative genome,0.467929374,8,0.182580636,21,98.281245415,0.105091036,4123530,4123530,50.0,3688,3562,112
GCF_024362845.1,Bacteria,bacteria,Vibrio pelagius,28169,Complete Genome,representative genome,0.252529198,9,0.361028498,22,94.396572644,0.268975455,4635961,4635961,45.0,4117,3895,182
GCF_012849555.1,Bacteria,bacteria,Massilia forsythiae,2728020,Complete Genome,representative genome,0.313944572,10,0.176986704,22,98.060525592,0.419292608,6370297,6370297,66.5,5421,5229,114
GCF_001701025.1,Bacteria,bacteria,Lentzea guizhouensis,1586287,Complete Genome,representative genome,0.310487974,10,0.102831319,23,99.183934546,0.286174817,9997872,9997872,70.0,9851,9443,91
GCF_002005465.1,Bacteria,bacteria,Neoasaia chiangmaiensis,320497,Complete Genome,representative genome,0.292499543,9,0.138382357,21,98.747798825,0.317712481,3407860,3407860,61.5,3235,3089,70
GCF_001543325.1,Bacteria,bacteria,Lutibacter profundi,1622118,Complete Genome,representative genome,0.120691509,10,0.225277677,21,97.703236009,0.565234788,2966978,2966978,30.0,2652,2577,50
GCF_000010205.1,Bacteria,bacteria,Orientia tsutsugamushi str. Ikeda,334380,Complete Genome,representative genome,0.236387319,10,0.539661482,20,62.583357517,0.599253863,2008987,2008987,30.5,2131,1668,40
GCF_019469265.1,Bacteria,bacteria,Lactobacillus panisapium,2012495,Complete Genome,representative genome,0.171061147,9,0.196130424,21,97.513043303,0.426115165,2188116,2188116,38.0,2072,1988,72
GCF_004114975.1,Bacteria,bacteria,Bradyrhizobium guangdongense,1325090,Complete Genome,representative genome,0.299638657,10,0.167751187,23,98.250806742,0.400929548,8437991,8437991,63.5,8026,7719,55
GCF_003611035.1,Bacteria,bacteria,Cryobacterium soli,2220095,Complete Genome,representative genome,0.237740578,10,0.129157009,22,98.692447105,0.478117674,4385465,4385465,68.5,4088,3999,63
GCF_030440315.2,Bacteria,bacteria,Borreliella carolinensis,478174,Complete Genome,representative genome,0.097315651,5,0.106670119,19,99.060984879,0.009840445,1007834,1007834,28.5,954,910,40
GCF_900090265.1,Bacteria,bacteria,Micromonospora rifamycinica,291594,Chromosome,representative genome,0.249742776,10,0.149419337,22,98.42153614,0.318850052,7011369,7011269,73.0,5952,5786,67
GCF_000244955.1,Bacteria,bacteria,Saccharomonospora marina XMU15,882083,Chromosome,representative genome,0.249658612,10,0.108742917,22,98.99604625,0.401693216,5965593,5964893,69.0,5759,5619,60
GCF_900048045.1,Bacteria,bacteria,Candidatus Mikella endobia,1778264,Complete Genome,representative genome,0.055332574,5,0.045599915,18,99.848648036,0.024955447,352837,352837,30.5,319,255,46
GCF_009734405.1,Bacteria,bacteria,Corynebacterium comes,2675218,Complete Genome,representative genome,0.260047886,9,0.137475222,21,98.49866377,0.324236483,2887268,2887268,66.5,2756,2665,71
GCF_009646115.1,Bacteria,bacteria,Pantoea eucalypti,470933,Complete Genome,representative genome,0.431816413,9,0.149250883,22,98.554462205,0.262125139,4798990,4798990,54.0,4501,4310,117
GCF_000147355.1,Bacteria,bacteria,Sulfurimonas autotrophica DSM 16294,563040,Complete Genome,representative genome,0.150615258,9,0.113424584,21,99.115447028,0.415888193,2153198,2153198,35.0,2229,2165,58
GCF_004168365.1,Bacteria,bacteria,Pseudolysobacter antarcticus,2511995,Complete Genome,representative genome,0.442767532,9,0.159827169,22,98.404629543,0.258544317,4728975,4728975,58.5,4071,3963,60
GCF_001414055.1,Bacteria,bacteria,Caulobacter henricii,69395,Complete Genome,representative genome,0.263194655,9,0.112406536,21,99.098514472,0.274329861,3957288,3957288,66.0,3791,3677,59
GCF_004786035.1,Bacteria,bacteria,Pseudomonas viciae,2505979,Complete Genome,representative genome,0.311041636,10,0.164658391,22,98.425001786,0.470541622,6704877,6704877,60.5,5898,5757,84
GCF_001439985.1,Bacteria,bacteria,Wolbachia endosymbiont of Trichogramma pretiosum,125593,Chromosome,representative genome,0.103322833,9,0.251875236,20,96.64571094,0.554105245,1133809,1117129,33.5,1230,1119,42
GCF_947250475.1,Bacteria,bacteria,Wolbachia endosymbiont (group B) of Apotomis betuletana,2953982,Complete Genome,representative genome,0.129229105,10,0.37649747,20,85.739000727,0.713259201,1635810,1635810,34.0,1526,1398,43
GCF_936981045.1,Bacteria,bacteria,Cardinium endosymbiont of Oedothorax gibbosus,931101,Complete Genome,representative genome,0.237881467,9,0.510807687,20,71.063320503,0.547941776,1137202,1137202,36.5,1092,806,40
GCF_018292125.1,Bacteria,bacteria,Bacteroides cellulosilyticus,246787,Complete Genome,representative genome,0.222278039,10,0.120006127,22,98.817880384,0.476816684,7271073,7271073,43.0,5612,5463,79
GCF_005280655.1,Bacteria,bacteria,Anaerostipes rhamnosivorans,1229621,Complete Genome,representative genome,0.350228307,9,0.143947971,21,98.8036521,0.31894827,3588860,3588860,44.5,3547,3440,74
GCF_009769205.1,Bacteria,bacteria,Lactobacillus crispatus,47770,Complete Genome,representative genome,0.146728401,9,0.21746336,20,96.639197318,0.438485699,2039404,2039404,37.0,2031,1884,82
GCF_024498255.1,Bacteria,bacteria,Mycoplasmopsis equigenitalium,114883,Complete Genome,representative genome,0.104848419,9,0.170654109,19,97.760730453,0.588501706,806532,806532,31.0,714,670,39
GCF_000210095.1,Bacteria,bacteria,Ruminococcus champanellensis 18P13 = JCM 17042,213810,Chromosome,representative genome,0.485250062,8,0.089978089,21,99.514995097,0.153987716,2573208,2513381,53.5,2394,2311,51
GCF_900105385.1,Bacteria,bacteria,Microlunatus soli,630515,Chromosome,representative genome,0.3323244,10,0.110798819,22,99.177975824,0.373806621,6733014,6732914,67.5,6115,6017,53
GCF_947251515.1,Bacteria,bacteria,Wolbachia endosymbiont (group A) of Sicus ferrugineus,2954056,Complete Genome,representative genome,0.160052222,9,0.52017966,20,83.690982408,0.523937628,1273940,1273940,35.0,1288,1099,41
GCF_016728725.1,Bacteria,bacteria,Corynebacterium amycolatum,43765,Complete Genome,representative genome,0.210748875,9,0.170217254,21,98.632524196,0.40304804,2476115,2476115,58.5,2187,2092,71
GCF_000441555.1,Bacteria,bacteria,Candidatus Profftella armatura,669502,Complete Genome,representative genome,0.038584075,2,0.161929542,18,98.40433199,0.000323996,464857,464857,24.0,403,351,40
GCF_016890085.1,Bacteria,bacteria,Chromobacterium violaceum,536,Complete Genome,representative genome,0.309711266,10,0.198208052,22,97.65176691,0.491084041,4808040,4808040,65.0,4562,4419,129
GCF_021389935.1,Bacteria,bacteria,Fulvivirga ligni,2904246,Complete Genome,representative genome,0.179565966,10,0.176880508,22,97.717168577,0.491452463,6523894,6523894,39.0,5550,5484,50
GCF_010727325.1,Bacteria,bacteria,Mycolicibacterium alvei,67081,Complete Genome,representative genome,0.249150816,10,0.136250245,22,98.37893951,0.441515102,6016846,6016846,66.0,5848,5643,85
GCF_000300235.2,Bacteria,bacteria,Thalassospira xiamenensis M-5 = DSM 17429,1123366,Complete Genome,representative genome,0.515886057,9,0.179592986,22,98.547445243,0.261726954,4768950,4768950,54.5,4413,4314,77
GCF_017569325.2,Bacteria,bacteria,Mucilaginibacter gossypii,551996,Complete Genome,representative genome,0.322620433,9,0.152516913,22,98.572393685,0.196584302,7187928,7187928,43.0,6209,6130,67
GCF_000025605.1,Bacteria,bacteria,Thermocrinis albus DSM 14484,638303,Complete Genome,representative genome,0.481455202,8,0.148948825,20,98.735069711,0.225063846,1500577,1500577,47.0,1645,1594,49
GCF_001697185.1,Bacteria,bacteria,Wenyingzhuangia fucanilytica,1790137,Complete Genome,representative genome,0.147519925,10,0.128568833,21,98.64139157,0.55578423,3427057,3427057,31.5,2871,2793,68
GCF_001648155.1,Bacteria,bacteria,Chryseobacterium glaciei,1685010,Complete Genome,representative genome,0.150084367,10,0.186008419,22,97.404643458,0.519716402,4871648,4871648,34.0,4418,4293,104
GCF_000183135.1,Bacteria,bacteria,Paludibacter propionicigenes WB4,694427,Complete Genome,representative genome,0.152233319,9,0.104883291,21,99.115394102,0.313651046,3685504,3685504,39.0,3018,2944,64
GCF_008330805.1,Bacteria,bacteria,Neisseria meningitidis,487,Complete Genome,representative genome,0.605100793,8,0.421391869,21,90.42089084,0.172614849,2157444,2157444,52.0,2135,1948,75
GCF_000007765.2,Bacteria,bacteria,Coxiella burnetii RSA 493,227377,Complete Genome,reference genome,0.226868635,9,0.255951654,20,97.274847535,0.455212275,2032807,2032807,42.5,2085,1833,45
GCF_012568845.1,Bacteria,bacteria,Enterobacteriaceae endosymbiont of Donacia cincticornis,2675773,Chromosome,representative genome,0.04195964,6,0.097595443,18,99.301799651,0.062705232,461437,460864,20.0,446,400,38
GCF_000217655.1,Bacteria,bacteria,Treponema paraluiscuniculi Cuniculi A,545776,Complete Genome,representative genome,0.282949662,7,0.149886795,20,98.13873833,0.095440701,1133390,1133390,52.5,1036,966,54
GCF_000177535.2,Bacteria,bacteria,Corynebacterium resistens DSM 45100,662755,Complete Genome,representative genome,0.208463046,9,0.220246885,21,97.028206379,0.392254114,2601311,2601311,57.0,2272,2140,63
GCF_002356535.2,Bacteria,bacteria,Pseudomonas izuensis,2684212,Complete Genome,representative genome,0.340268433,10,0.207624053,22,98.11787053,0.466627449,6732290,6732290,59.5,6081,5928,96
GCF_002736065.1,Bacteria,bacteria,Pseudomonas mosselii,78327,Complete Genome,representative genome,0.314101874,10,0.199895197,22,97.449158363,0.462742079,5742165,5742165,64.5,5237,5068,104
GCF_015169395.1,Bacteria,bacteria,Humisphaera borealis,2807512,Complete Genome,representative genome,0.26408415,10,0.15986616,22,98.577554253,0.436842307,7189892,7189892,63.0,5403,5299,79
GCF_003063625.1,Bacteria,bacteria,Saccharobesus litoralis,2172099,Complete Genome,representative genome,0.246605883,10,0.308248159,22,94.540312552,0.521501153,5871129,5871129,41.5,4456,4311,87
GCF_029854435.1,Bacteria,bacteria,Neorhizobium petrolearium,515361,Complete Genome,representative genome,0.338259936,10,0.158577303,22,98.05632428,0.454912668,6855582,6855582,60.5,6624,6402,65
GCF_006542295.1,Bacteria,bacteria,Wolbachia endosymbiont of Carposina sasakii,2591635,Complete Genome,representative genome,0.149002221,9,0.460743588,20,86.801028065,0.498997409,1449344,1449344,35.0,1413,1318,41
GCF_019977655.1,Bacteria,bacteria,Clostridium gelidum,704125,Complete Genome,representative genome,0.115998777,10,0.264408211,22,96.074409782,0.420188296,6041432,6041432,29.0,5582,5371,115
GCF_900343095.1,Bacteria,bacteria,Dialister massiliensis,2161821,Complete Genome,representative genome,0.442499629,8,0.395999344,21,90.995877949,0.163583755,2320245,2320244,48.5,2123,2026,72
GCF_003261575.2,Bacteria,bacteria,Klebsiella huaxiensis,2153354,Complete Genome,representative genome,0.418242197,9,0.186302144,22,98.123900435,0.217367463,6300829,6300829,53.5,5932,5686,120
GCF_947250555.1,Bacteria,bacteria,Wolbachia endosymbiont (group B) of Pandemis corylana,2954039,Complete Genome,representative genome,0.134041487,9,0.386491778,20,89.150553917,0.483973225,1510263,1510263,34.0,1426,1314,41
GCF_007748035.1,Bacteria,bacteria,Aeoliella mucimassa,2527972,Complete Genome,representative genome,0.309573158,9,0.32798628,22,95.976951838,0.211116997,6608792,6608792,58.0,5206,5127,62
GCF_002288525.1,Bacteria,bacteria,Sinorhizobium sojae CCBAU 05684,716928,Complete Genome,representative genome,0.289992857,10,0.192488089,22,97.50789347,0.479576077,6094027,6094027,62.0,5768,5446,65
GCF_009627355.1,Bacteria,bacteria,Bordetella holmesii,35814,Complete Genome,representative genome,0.267074195,9,0.462336893,21,93.26175135,0.300859064,3696575,3696575,62.5,3559,3208,69
GCF_900108595.1,Bacteria,bacteria,Pseudomonas fuscovaginae,50340,Chromosome,representative genome,0.313578205,10,0.170606051,22,98.328669258,0.46415857,6592354,6592254,61.5,5865,5697,91
GCF_028553725.1,Bacteria,bacteria,Paracoccus alcaliphilus,34002,Complete Genome,representative genome,0.355898699,10,0.278814265,22,95.248404069,0.482192907,4772712,4772712,64.5,4800,4523,56
GCF_014396165.1,Bacteria,bacteria,Erysipelothrix inopinata,225084,Complete Genome,representative genome,0.12035987,10,0.218182777,21,96.82471324,0.693454605,2217552,2217552,35.5,2142,2068,63
GCF_002999455.1,Bacteria,bacteria,Mesoplasma coleopterae,324078,Chromosome,representative genome,0.12123775,8,0.103124524,19,99.185149452,0.292604029,803948,802271,27.0,730,689,38
GCF_000024565.1,Bacteria,bacteria,Streptobacillus moniliformis DSM 12112,519441,Complete Genome,representative genome,0.149421735,10,0.310871863,20,92.933589921,0.587101196,1673280,1673280,26.5,1575,1495,58
GCF_002393445.1,Bacteria,bacteria,Cedecea neteri,158822,Complete Genome,representative genome,0.394184443,9,0.24200603,22,96.277574134,0.240426812,5469298,5469298,54.0,5171,4966,119
GCF_018324205.1,Bacteria,bacteria,Actinoplanes ianthinogenes,122358,Complete Genome,representative genome,0.250911793,10,0.15450081,23,98.34375048,0.291453487,9897806,9897806,71.5,9095,8904,102
GCF_013008815.1,Bacteria,bacteria,Mycoplasma miroungirhinis,754516,Complete Genome,representative genome,0.101696135,9,0.152984745,19,97.712342421,0.485508834,779550,779550,24.0,659,616,41
GCF_011300215.1,Bacteria,bacteria,Nocardioides piscis,2714938,Complete Genome,representative genome,0.28358782,10,0.082078457,21,99.370324366,0.45700875,3784668,3784668,69.5,3813,3655,56
